Generation, Best Score, Average Score, Best Lap Time, Laps, Average Laps, Number of Neurons, Best Agent Evolution, Mutation Rates Used
153, 6564.4, 4325.242749999999, 0, 9, 4.565, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmmcimmiimmnmmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/0.01/-/-/0.2/0.01/-/-/0.01/0.01/0.01/0.01/0.01/0.01
154, 6701.95, 4762.4574999999995, 0, 11, 5.635, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmmcmmmmcnnpmcm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/0.01/-/0.1/0.01/0.2/0.01/-/0.1/0.01/-/0.01/-/0.1
155, 5215.95, 3575.5737500000005, 0, 7, 4.015, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmmcmmmmcnnp, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/0.01/-/0.1/0.01/0.2/0.01/-/0.1/0.01/-
156, 7308.45, 5240.83275, 0, 13, 7.395, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmcmcmccnncnmpnm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/-/0.01/-/0.1/-/-/0.1/0.01/-/0.01/0.01/-/0.01/0.1
157, 5904.7, 4244.0265, 0, 9, 5.215, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmcmcmccnncnmpmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/-/0.01/-/0.1/-/-/0.1/0.01/-/0.01/0.01/-/0.01/0.01
158, 5579.95, 3153.273, 0, 8, 3.095, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmcmcmccnncnmpnmim, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/-/0.01/-/0.1/-/-/0.1/0.01/-/0.01/0.01/-/0.01/0.1/-/0.01
159, 7420.6, 5482.5445, 0, 12, 7.715, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmcmcmccnncnmpnmimm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/-/0.01/-/0.1/-/-/0.1/0.01/-/0.01/0.01/-/0.01/0.1/-/0.01/0.01
160, 6122.0, 4447.57875, 0, 10, 6.465, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmcmcmccnncnmpmmcmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/-/0.01/-/0.1/-/-/0.1/0.01/-/0.01/0.01/-/0.01/0.1/-/0.01/0.01
161, 7993.6, 5743.58675, 0, 10, 6.465, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmcmcmccnncnmpnmimiim, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/-/0.01/-/0.1/-/-/0.1/0.01/-/0.01/0.01/-/0.01/0.1/-/0.01/-/-/0.01
162, 6204.4, 4394.53775, 0, 11, 6.555, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmcmcmccnncnmpnmimpc, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/-/0.01/-/0.1/-/-/0.1/0.01/-/0.01/0.01/-/0.01/0.1/-/0.01/-/-
163, 6740.4, 4646.889499999999, 0, 11, 5.85, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmcmcmccnncnmpnmimpm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/-/0.01/-/0.1/-/-/0.1/0.01/-/0.01/0.01/-/0.01/0.1/-/0.01/-/0.01
164, 6153.1, 4202.31475, 0, 9, 5.22, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmmcmmmmcnnpmcmp, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/0.01/-/0.1/0.01/0.2/0.01/-/0.1/0.01/-/0.01/-/0.1/-
165, 7536.35, 5232.42825, 0, 13, 7.585, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmcmcmccnncnmpnmimmiiimnc, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/-/0.01/-/0.1/-/-/0.1/0.01/-/0.01/0.01/-/0.01/0.1/-/0.01/0.01/-/-/-/0.01/0.01/-
166, 6994.65, 4817.378, 0, 11, 6.715, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmcmcmccnncnmpnmimmpmmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/-/0.01/-/0.1/-/-/0.1/0.01/-/0.01/0.01/-/0.01/0.1/-/0.01/0.01/-/0.01/0.01/0.01
167, 7029.1, 5255.78675, 0, 11, 6.515, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmcmcmccnncnmpnmimmiiimncp, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/-/0.01/-/0.1/-/-/0.1/0.01/-/0.01/0.01/-/0.01/0.1/-/0.01/0.01/-/-/-/0.01/0.01/-/-
168, 6130.35, 4137.849, 0, 10, 4.88, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmcmcmccnncnmpnmpmmcmcmii, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/-/0.01/-/0.1/-/-/0.1/0.01/-/0.01/0.01/-/0.01/0.1/-/0.01/0.01/-/0.01/-/0.01/-/-
169, 7014.9, 4538.53875, 0, 12, 5.925, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmcmcmccnncnmpnmimpmp, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/-/0.01/-/0.1/-/-/0.1/0.01/-/0.01/0.01/-/0.01/0.1/-/0.01/-/0.01/-
170, 7360.55, 4834.428, 0, 12, 5.97, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmcmcmccnncnmpnmpmmcmcmiip, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/-/0.01/-/0.1/-/-/0.1/0.01/-/0.01/0.01/-/0.01/0.1/-/0.01/0.01/-/0.01/-/0.01/-/-/-
171, 6931.85, 4645.623750000001, 0, 10, 5.93, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmcmcmccnncnmpnmpmmcmcimmmcm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/-/0.01/-/0.1/-/-/0.1/0.01/-/0.01/0.01/-/0.01/0.1/-/0.01/0.01/-/0.01/-/-/0.01/0.1/0.01/-/0.01
172, 7191.4, 5317.81775, 0, 12, 7.21, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmcmcmccnncnmpnmpmmcmcimmmmmc, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/-/0.01/-/0.1/-/-/0.1/0.01/-/0.01/0.01/-/0.01/0.1/-/0.01/0.01/-/0.01/-/-/0.01/0.01/0.01/0.01/0.01/-
