Generation, Best Score, Average Score, Best Lap Time, Laps, Average Laps, Number of Neurons, Best Agent Evolution, Mutation Rates Used
131, 3225.15, 2155.16025, 0, 3, 1.73, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnpnnmmmpncmmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/-/0.01/0.01/0.01/0.01/0.2/-/0.01/-/0.1/0.2/0.01
132, 4451.15, 3325.3660000000004, 0, 6, 3.65, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmcnm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/-/0.01/0.01
133, 4072.85, 2217.74125, 0, 4, 1.135, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmnmnm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.1/0.01/0.01/0.2/0.2/0.01/0.1
134, 4011.5, 2622.53825, 0, 5, 1.77, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnpnnmmmpncniimmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/-/0.01/0.01/0.01/0.01/0.2/-/0.01/-/0.01/-/-/0.01/0.01/0.01
135, 4526.25, 2545.991, 0, 5, 1.68, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmc, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-
136, 3906.95, 2418.83425, 0, 4, 1.855, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmpn, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.1/0.01/-/0.1
137, 3006.95, 2024.7669999999998, 0, 3, 1.05, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmcmmmn, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.2/0.1/0.01/0.01/0.1/0.2/0.1/0.1/-/0.01/0.01/0.1/0.01
138, 5426.8, 3448.868, 0, 8, 3.55, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcp, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-
139, 4768.45, 3143.25, 0, 5, 2.19, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01
140, 5268.15, 3484.81975, 0, 6, 3.56, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.01
141, 5945.3, 4237.4580000000005, 0, 9, 5.525, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpnmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/0.2
142, 3940.9, 2926.52675, 0, 5, 2.195, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnpnnmmmpncniimmmp, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/-/0.01/0.01/0.01/0.01/0.2/-/0.01/-/0.01/-/-/0.01/0.01/0.01/-
143, 4060.4, 2779.97925, 0, 4, 1.7, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmpnn, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/-/0.1/0.01
144, 4735.1, 3059.4165000000003, 0, 6, 2.97, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmiinm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.2/-/-/0.1/0.01
145, 3852.8, 2125.8869999999997, 0, 4, 0.745, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmiinmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.2/-/-/0.1/0.01/0.01
146, 4645.1, 2974.531, 0, 6, 2.855, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmcmcmmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/-/0.01/-/0.2/0.1/0.1
147, 5944.2, 3927.5199999999995, 0, 6, 2.89, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmmcimmim, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/0.01/-/-/0.2/0.01/-/0.01
148, 5148.75, 3031.462, 0, 7, 3.275, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmmcmmmmcn, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/0.01/-/0.1/0.01/0.2/0.01/-/0.1
149, 7513.4, 4903.034750000001, 0, 11, 6.775, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmmcmmmmcnn, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/0.01/-/0.1/0.01/0.2/0.01/-/0.1/0.01
150, 5799.1, 3839.2864999999997, 0, 7, 4.39, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmmcmmmmcnp, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/0.01/-/0.1/0.01/0.2/0.01/-/0.1/-
151, 5575.9, 3255.5955000000004, 0, 8, 3.07, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmcmcmccnncnm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/-/0.01/-/0.1/-/-/0.1/0.01/-/0.01/0.01
152, 5969.7, 3929.8985000000002, 0, 8, 3.99, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmminimmmmnmcnimcmmmmnnmcniccmmmmnnmmmmimmnmmmnnmnmmnmmmimmmmmmmmmmcpmmcmcmccnncnmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01/-/0.2/0.2/0.01/0.01/0.1/0.01/-/0.01/-/0.2/-/0.1/0.01/0.01/0.01/0.01/0.2/0.01/-/0.01/-/-/-/0.1/0.01/0.01/0.1/0.01/0.1/0.01/0.01/0.2/0.01/-/0.1/0.1/0.01/0.01/0.01/0.1/0.1/0.01/0.01/0.01/0.01/0.1/0.1/0.01/0.2/0.01/-/0.01/0.01/0.01/0.2/0.2/0.1/0.01/0.01/0.1/0.01/-/-/0.01/0.1/-/0.01/-/0.1/-/-/0.1/0.01/-/0.01/0.01/0.1
