Generation, Best Score, Average Score, Best Lap Time, Laps, Average Laps, TPS, Time Spent, Last Mutate Rate, Last Evolution, Father Rank
5860, 10000.0, 7624.066, 5812, 1, 0.496, 48, 203.2653660774231, i, -, 0
5861, 10000.0, 7342.18, 5812, 1, 0.428, 37, 167.70847702026367, p, -, 0
5862, 10000.0, 7327.818, 5812, 1, 0.44, 63, 119.39987897872925, i, -, 0
5863, 10000.0, 7178.324, 5812, 1, 0.452, 45, 181.3405213356018, i, -, 0
5864, 10000.0, 7030.784, 5812, 1, 0.42, 38, 195.82837200164795, i, -, 0
5865, 10000.0, 6913.248, 5812, 1, 0.416, 41, 153.26476097106934, p, -, 0
5866, 10000.0, 7081.866, 5812, 1, 0.434, 41, 155.3037748336792, i, -, 0
5867, 10000.0, 7089.174, 5811, 1, 0.408, 46, 167.83234524726868, m, 0.02, 1
5868, 10000.0, 7294.114, 5811, 1, 0.422, 43, 161.93809723854065, i, -, 0
5869, 10000.0, 6798.188, 5793, 1, 0.388, 39, 195.47175192832947, m, 0.1, 33
5870, 10000.0, 7146.846, 5793, 1, 0.402, 35, 174.18603229522705, i, -, 0
5871, 10000.0, 6950.024, 5793, 1, 0.386, 37, 206.31930422782898, p, -, 0
5872, 10000.0, 6829.424, 5793, 1, 0.364, 68, 182.1549038887024, i, -, 0
5873, 10000.0, 6862.638, 5793, 1, 0.398, 38, 176.67179012298584, i, -, 0
5874, 10000.0, 6754.888, 5793, 1, 0.354, 38, 177.6255931854248, p, -, 0
5875, 10000.0, 6711.49, 5793, 1, 0.372, 41, 171.08791422843933, i, -, 0
5876, 10000.0, 6794.142, 5793, 1, 0.39, 38, 177.89149713516235, i, -, 0
5877, 10000.0, 6627.072, 5793, 1, 0.404, 49, 180.0919382572174, p, -, 0
5878, 10000.0, 6970.334, 5793, 1, 0.396, 40, 161.69890308380127, i, -, 0
5879, 10000.0, 6948.548, 5793, 1, 0.414, 50, 137.7136561870575, i, -, 0
5880, 10000.0, 6996.548, 5793, 1, 0.414, 39, 179.28862190246582, i, -, 0
5881, 10000.0, 6719.142, 5787, 1, 0.38, 48, 146.37428379058838, m, 0.02, 35
5882, 10000.0, 7033.526, 5787, 1, 0.386, 37, 186.55849695205688, i, -, 0
5883, 10000.0, 6758.332, 5787, 1, 0.386, 42, 146.13986778259277, i, -, 0
5884, 10000.0, 6625.65, 5787, 1, 0.356, 45, 148.5159957408905, i, -, 0
5885, 10000.0, 6896.232, 5787, 1, 0.378, 34, 189.09059405326843, i, -, 0
5886, 10000.0, 6714.94, 5787, 1, 0.352, 43, 146.79127407073975, p, -, 0
5887, 10000.0, 6877.146, 5787, 1, 0.374, 49, 186.841157913208, i, -, 0
5888, 10000.0, 6915.258, 5787, 1, 0.4, 40, 175.52758288383484, p, -, 0
5889, 10000.0, 6981.44, 5787, 1, 0.38, 42, 145.22701978683472, i, -, 0
5890, 10000.0, 6934.336, 5787, 1, 0.394, 48, 162.23550486564636, i, -, 0
5891, 10000.0, 6860.816, 5787, 1, 0.372, 34, 183.4258532524109, i, -, 0
5892, 10000.0, 6947.49, 5787, 1, 0.384, 31, 194.88499999046326, p, -, 0
5893, 10000.0, 7051.13, 5787, 1, 0.392, 31, 205.20104026794434, p, -, 0
5894, 10000.0, 6920.466, 5787, 1, 0.38, 44, 150.91601824760437, i, -, 0
5895, 10000.0, 6772.482, 5787, 1, 0.354, 38, 175.12774658203125, p, -, 0
5896, 10000.0, 7057.888, 5787, 1, 0.394, 42, 174.91674089431763, i, -, 0
5897, 10000.0, 6971.42, 5787, 1, 0.404, 33, 190.47447299957275, i, -, 0
5898, 10000.0, 7073.796, 5787, 1, 0.404, 79, 174.62163400650024, p, -, 0
5899, 10000.0, 7123.408, 5787, 1, 0.398, 36, 183.3910369873047, i, -, 0
5900, 10000.0, 6898.328, 5787, 1, 0.382, 37, 183.74684071540833, p, -, 0
5901, 10000.0, 7139.49, 5787, 1, 0.414, 36, 196.0054829120636, i, -, 0
5902, 10000.0, 7020.374, 5787, 1, 0.428, 35, 206.3589460849762, c, -, 6
5903, 10000.0, 6749.464, 5787, 1, 0.404, 44, 176.20608520507812, p, -, 0
5904, 10000.0, 7070.502, 5787, 1, 0.416, 44, 143.72115087509155, i, -, 0
5905, 10000.0, 6839.174, 5787, 1, 0.408, 35, 196.49507808685303, p, -, 0
5906, 10000.0, 6703.076, 5787, 1, 0.38, 46, 156.4076852798462, p, -, 0
5907, 10000.0, 7217.496, 5787, 1, 0.412, 37, 169.34955382347107, i, -, 0
5908, 10000.0, 7092.214, 5787, 1, 0.422, 36, 195.01076197624207, i, -, 0
5909, 10000.0, 6826.36, 5787, 1, 0.402, 35, 180.67325282096863, c, -, 11
5910, 10000.0, 6887.174, 5787, 1, 0.394, 41, 211.82905387878418, i, -, 0
5911, 10000.0, 7243.014, 5787, 1, 0.408, 71, 154.0329978466034, p, -, 0
5912, 10000.0, 7127.858, 5787, 1, 0.422, 50, 158.85223507881165, i, -, 0
5913, 10000.0, 7250.638, 5787, 1, 0.406, 44, 142.37046098709106, i, -, 0
5914, 10000.0, 6958.88, 5787, 1, 0.374, 51, 144.89607501029968, c, -, 6
5915, 10000.0, 7073.328, 5787, 1, 0.4, 56, 139.30789184570312, i, -, 0
5916, 10000.0, 7104.916, 5787, 1, 0.416, 50, 147.529718875885, i, -, 0
5917, 10000.0, 6929.474, 5787, 1, 0.398, 41, 162.47869515419006, p, -, 0
5918, 10000.0, 6997.116, 5787, 1, 0.426, 74, 142.76996088027954, p, -, 0
5919, 10000.0, 7013.172, 5787, 1, 0.412, 48, 133.4658350944519, p, -, 0
5920, 10000.0, 7063.474, 5787, 1, 0.424, 61, 147.89069318771362, c, -, 3
5921, 10000.0, 7027.346, 5787, 1, 0.382, 43, 171.27900409698486, i, -, 0
5922, 10000.0, 7197.988, 5787, 1, 0.396, 34, 186.82380390167236, p, -, 0
5923, 10000.0, 7049.366, 5787, 1, 0.41, 34, 194.6870460510254, i, -, 0
5924, 10000.0, 6916.108, 5787, 1, 0.416, 36, 177.4658989906311, i, -, 0
5925, 10000.0, 7110.734, 5787, 1, 0.414, 36, 209.29500436782837, i, -, 0
5926, 10000.0, 6879.95, 5787, 1, 0.424, 48, 190.24177479743958, c, -, 6
5927, 10000.0, 6879.8, 5787, 1, 0.402, 64, 212.9482102394104, i, -, 0
5928, 10000.0, 7149.274, 5787, 1, 0.424, 35, 174.96374702453613, p, -, 0
5929, 10000.0, 6832.652, 5787, 1, 0.402, 38, 213.98701095581055, i, -, 0
5930, 10000.0, 6944.316, 5787, 1, 0.4, 27, 229.1044647693634, i, -, 0
5931, 10000.0, 7181.502, 5787, 1, 0.428, 21, 290.0460641384125, i, -, 0
5932, 10000.0, 7181.502, 5787, 1, 0.428, 26, 231.65077090263367, r, -, 0
5933, 10000.0, 6499.254, 5787, 1, 0.318, 25, 246.77800703048706, i, -, 0
5934, 10000.0, 7283.32, 5787, 1, 0.398, 45, 296.62283992767334, p, -, 0
5935, 10000.0, 7004.546, 5787, 1, 0.378, 24, 258.51962423324585, p, -, 0
5936, 10000.0, 6718.254, 5787, 1, 0.384, 26, 238.20845890045166, p, -, 0
5937, 10000.0, 7210.556, 5787, 1, 0.424, 24, 253.01252102851868, p, -, 0
5938, 10000.0, 6916.602, 5787, 1, 0.378, 23, 266.5278990268707, p, -, 0
5939, 10000.0, 6924.142, 5787, 1, 0.388, 43, 306.555602312088, p, -, 0
5940, 10000.0, 6890.87, 5787, 1, 0.368, 21, 295.78823709487915, i, -, 0
5941, 10000.0, 7064.13, 5787, 1, 0.384, 28, 309.8945527076721, p, -, 0
5942, 10000.0, 7054.166, 5778, 1, 0.414, 21, 289.3384699821472, m, 0.05, 11
5943, 10000.0, 6888.674, 5778, 1, 0.384, 20, 293.2458920478821, i, -, 0
5944, 10000.0, 6852.758, 5778, 1, 0.368, 29, 304.81573510169983, p, -, 0
5945, 10000.0, 6875.644, 5778, 1, 0.362, 20, 299.4555251598358, p, -, 0
5946, 10000.0, 6900.512, 5778, 1, 0.378, 20, 296.76832914352417, p, -, 0
5947, 10000.0, 7135.552, 5778, 1, 0.396, 20, 304.8803930282593, i, -, 0
5948, 10000.0, 7180.778, 5778, 1, 0.436, 25, 254.25939989089966, c, -, 7
5949, 10000.0, 6987.74, 5778, 1, 0.41, 29, 210.40477418899536, p, -, 0
5950, 10000.0, 7015.256, 5778, 1, 0.4, 25, 250.60014629364014, i, -, 0
5951, 10000.0, 7059.328, 5778, 1, 0.41, 25, 246.89083909988403, p, -, 0
5952, 10000.0, 6777.292, 5778, 1, 0.4, 26, 238.0192539691925, p, -, 0
5953, 10000.0, 7050.938, 5778, 1, 0.416, 25, 241.46964287757874, p, -, 0
5954, 10000.0, 6953.346, 5778, 1, 0.386, 47, 178.49460005760193, p, -, 0
5955, 10000.0, 7057.724, 5778, 1, 0.398, 45, 174.4837110042572, p, -, 0
5956, 10000.0, 7023.854, 5778, 1, 0.412, 44, 156.03831887245178, p, -, 0
5957, 10000.0, 7063.096, 5778, 1, 0.416, 40, 165.6739001274109, i, -, 0
5958, 10000.0, 6681.234, 5778, 1, 0.35, 44, 158.31081795692444, i, -, 0
5959, 10000.0, 7086.236, 5778, 1, 0.41, 39, 207.7265501022339, p, -, 0
5960, 10000.0, 7121.77, 5778, 1, 0.422, 45, 207.56532216072083, p, -, 0
5961, 10000.0, 7140.744, 5778, 1, 0.428, 47, 139.5136399269104, p, -, 0
5962, 10000.0, 6929.942, 5778, 1, 0.398, 67, 148.52999210357666, p, -, 0
5963, 10000.0, 7146.656, 5778, 1, 0.406, 39, 181.8019380569458, p, -, 0
5964, 10000.0, 6781.68, 5778, 1, 0.37, 37, 165.95201206207275, p, -, 0
5965, 10000.0, 6691.016, 5778, 1, 0.382, 65, 141.7217037677765, i, -, 0
5966, 10000.0, 6739.36, 5778, 1, 0.396, 46, 137.9924168586731, p, -, 0
5967, 10000.0, 6575.636, 5778, 1, 0.388, 40, 157.88587594032288, p, -, 0
5968, 10000.0, 6922.836, 5778, 1, 0.382, 38, 160.6651530265808, i, -, 0
5969, 10000.0, 6796.836, 5778, 1, 0.36, 42, 169.81067991256714, p, -, 0
5970, 10000.0, 7081.2, 5778, 1, 0.396, 45, 169.5496380329132, i, -, 0
5971, 10000.0, 6967.974, 5778, 1, 0.38, 58, 157.81231021881104, p, -, 0
5972, 10000.0, 7172.562, 5778, 1, 0.404, 36, 173.74537682533264, p, -, 0
5973, 10000.0, 7055.504, 5778, 1, 0.404, 42, 153.78917407989502, i, -, 0
5974, 10000.0, 6933.602, 5778, 1, 0.396, 38, 173.59844493865967, i, -, 0
5975, 10000.0, 6898.802, 5778, 1, 0.404, 34, 183.47713685035706, p, -, 0
5976, 10000.0, 6996.968, 5778, 1, 0.402, 39, 172.43347787857056, p, -, 0
5977, 10000.0, 6709.248, 5778, 1, 0.398, 40, 165.4639549255371, i, -, 0
5978, 10000.0, 6810.358, 5778, 1, 0.392, 42, 169.78072667121887, p, -, 0
5979, 10000.0, 6842.366, 5778, 1, 0.378, 36, 181.55327582359314, p, -, 0
5980, 10000.0, 6720.508, 5778, 1, 0.382, 42, 153.74519991874695, i, -, 0
5981, 10000.0, 7081.682, 5778, 1, 0.374, 35, 197.77870631217957, p, -, 0
5982, 10000.0, 6888.262, 5778, 1, 0.362, 54, 170.7159869670868, c, -, 25
5983, 10000.0, 6878.494, 5778, 1, 0.36, 51, 186.75241994857788, p, -, 0
5984, 10000.0, 7107.838, 5778, 1, 0.404, 30, 214.39449381828308, i, -, 0
5985, 10000.0, 7107.838, 5778, 1, 0.404, 31, 217.87942624092102, r, -, 0
5986, 10000.0, 6788.9, 5778, 1, 0.346, 27, 260.3982629776001, i, -, 0
5987, 10000.0, 7295.15, 5778, 1, 0.432, 26, 247.8823540210724, p, -, 0
5988, 10000.0, 7122.184, 5778, 1, 0.412, 24, 251.95390009880066, i, -, 0
5989, 10000.0, 6911.258, 5778, 1, 0.4, 24, 255.86900806427002, i, -, 0
5990, 10000.0, 7118.434, 5778, 1, 0.412, 25, 243.2885971069336, p, -, 0
5991, 10000.0, 7118.434, 5778, 1, 0.412, 34, 185.44349312782288, r, -, 0
5992, 10000.0, 6875.5, 5778, 1, 0.376, 38, 194.3997769355774, c, -, 12
5993, 10000.0, 6944.672, 5778, 1, 0.394, 33, 190.93636798858643, i, -, 0
5994, 10000.0, 6443.894, 5778, 1, 0.35, 34, 191.49747014045715, p, -, 0
5995, 10000.0, 6957.752, 5778, 1, 0.394, 38, 178.40864419937134, i, -, 0
5996, 10000.0, 7115.996, 5778, 1, 0.414, 36, 176.53535509109497, p, -, 0
5997, 10000.0, 7055.408, 5778, 1, 0.42, 38, 162.82803106307983, p, -, 0
5998, 10000.0, 6733.702, 5778, 1, 0.362, 41, 169.59454989433289, i, -, 0
5999, 10000.0, 6619.228, 5778, 1, 0.332, 32, 197.40355110168457, p, -, 0
6000, 10000.0, 6690.402, 5778, 1, 0.392, 40, 186.7238049507141, i, -, 0
6001, 10000.0, 6935.884, 5778, 1, 0.398, 41, 173.0672571659088, i, -, 0
6002, 10000.0, 6640.05, 5778, 1, 0.366, 38, 183.57615280151367, p, -, 0
6003, 10000.0, 7295.446, 5778, 1, 0.454, 36, 179.59485697746277, p, -, 0
6004, 10000.0, 6570.218, 5778, 1, 0.384, 41, 167.47036027908325, p, -, 0
6005, 10000.0, 6987.916, 5778, 1, 0.428, 38, 172.19542121887207, i, -, 0
6006, 10000.0, 6757.962, 5778, 1, 0.414, 41, 180.94426488876343, p, -, 0
